Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
Chuyên viên Điều hành kinh doanh (Mảng xây dựng),['Hà Nội'],04/12/2024,"Bán hàng / Kinh doanh , Xây dựng",Nhân viên chính thức,16 Tr - 23 Tr VND,2 - 3 Năm,Nhân viên,02/01/2025,TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,"Số 6, đường Phạm Văn Bạch, phường Yên Hòa, quận Cầu Giấy, TP Hà Nội",Phòng Tổ chức Lao động,10.000-19.999,Cổ phần
Giáo Viên Tiếng Anh Mầm Non Bán Trú (Long Khánh - Đồng Nai),['Đồng Nai'],04/12/2024,Giáo dục / Đào tạo,Nhân viên chính thức,"8,5 Tr - 12 Tr VND",1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
[XLUXURY] KỸ SƯ ĐIỆN DÂN DỤNG,['Hà Nội'],04/12/2024,"Điện / Điện tử / Điện lạnh , Kiến trúc , Nội ngoại thất",Nhân viên chính thức,12 Tr - 15 Tr VND,Trên 2 Năm,Nhân viên,02/01/2025,CÔNG TY CP XHOME VIỆT NAM,"Tầng 3 - Tòa nhà Lancaster, 20 Núi Trúc, Ba Đình, Hà Nội",P. HCNS,100-499,Cổ phần
Kỹ sư thiết kế cơ điện,['Hà Nội'],04/12/2024,"Mỹ thuật / Nghệ thuật / Thiết kế , Xây dựng , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,17 Tr - 22 Tr VND,Trên 1 Năm,Nhân viên,02/01/2025,TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,"Số 6, đường Phạm Văn Bạch, phường Yên Hòa, quận Cầu Giấy, TP Hà Nội",Phòng Tổ chức Lao động,10.000-19.999,Cổ phần
Kế Toán Kho,['Hà Nội'],04/12/2024,"Kế toán / Kiểm toán , Xuất nhập khẩu , Vận chuyển / Giao nhận / Kho vận",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH VIỆT THÀNH VIỆT NAM,Sài Đồng - Long Biên,Ms Vân Anh,,Trách nhiệm hữu hạn
Junior Business Analyst,['Hà Nội'],04/12/2024,"Ngân hàng , Bảo hiểm",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH BẢO HIỂM PHI NHÂN THỌ MSIG VIỆT NAM,"Tầng 10, tòa nhà Corner Stone, 16 Phan Chu Trinh, Hoàn Kiếm, Hà Nội",Ms Huyền,100-499,100% vốn nước ngoài
Marketing Online,['Hà Nội'],04/12/2024,"Tiếp thị / Marketing , Tiếp thị trực tuyến",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH VIỆT THÀNH VIỆT NAM,Sài Đồng - Long Biên,Ms Vân Anh,,Trách nhiệm hữu hạn
Nhân viên Phát triển kinh doanh Khu công nghiệp,['Hải Dương'],04/12/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Bất động sản",Nhân viên chính thức,10 Tr - 30 Tr VND,,Nhân viên,02/01/2025,TẬP ĐOÀN AN PHÁT HOLDINGS,"Tầng 15, Tòa nhà PV Oil, 148 Hoàng Quốc Việt, Cầu Giấy",Hoàng Đạt,5.000-9.999,Cổ phần
Kỹ Sư Xây Dựng,"['Bắc Giang', 'Thái Bình']",04/12/2024,Xây dựng,Nhân viên chính thức,Cạnh tranh,6 - 8 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN BIDGROUP,"D2, Lô C, D11 Khu ĐTM Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, TP Hà Nội",HR,,Cổ phần
[ĐỨC TRỌNG] TRƯỞNG TRUNG TÂM TIÊM CHỦNG,['Lâm Đồng'],04/12/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý,02/01/2025,CÔNG TY CỔ PHẦN VACXIN VIỆT NAM,"198 Hoàng Văn Thụ, P. 9, Quận Phú Nhuận",Phòng Nhân Sự,,
Kỹ thuật viên sản xuất,['Hà Nam'],04/12/2024,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,12 Tr - 18 Tr VND,2 - 3 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH QISDA VIỆT NAM,"Lô CN-12, Khu công nghiệp Đồng Văn IV, Xã Nhật Tân, Xã Đại Cương, Huyện Kim Bảng, Tỉnh Hà Nam, Việt Nam",Phòng Nhân sự,8000,100% vốn nước ngoài
[A2] Tuyển dụng Kiểm Duyệt Viên cho Đối Tác Nhà Mạng VIETTEL,['Hà Nội'],04/12/2024,"Dầu khí , Hành chính / Thư ký , Môi trường",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,02/01/2025,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Trợ giảng Tiếng Anh Part-time,"['Bình Phước', 'Bà Rịa - Vũng Tàu']",04/12/2024,Giáo dục / Đào tạo,"Bán thời gian, Thực tập",Cạnh tranh,,Sinh viên/ Thực tập sinh,02/01/2025,CÔNG TY CỔ PHẦN ANGEL CORPORATION,"82 đường 15, phường An Phú, Quận 2, Thành phố Thủ Đức.",Phòng Hành chính Nhân sự,25-99,Cổ phần
Chuyên viên chính Giám sát Dịch vụ,['Hà Nội'],04/12/2024,"Bất động sản , Nhà hàng / Khách sạn",Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Trưởng nhóm / Giám sát,02/01/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ VĂN PHÚ - INVEST,Tòa nhà Văn Phú - Số 104 Thái Thịnh - Trung Liệt - Đống Đa - Hà Nội,Ban Quản trị Nguồn Nhân lực,,Cổ phần
[A2] Tuyển CSKH cho Đối Tác Nhà Mạng VIETTEL Line 198,['Hà Nội'],04/12/2024,"Hành chính / Thư ký , Quản lý chất lượng (QA/QC) , Tiếp thị / Marketing",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,02/01/2025,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Trình dược viên kênh OTC,"['Hà Nội', 'Toàn quốc', 'Quảng Bình']",04/12/2024,"Bán hàng / Kinh doanh , Dược phẩm , Y tế / Chăm sóc sức khỏe",Nhân viên chính thức,10 Tr - 30 Tr VND,,Nhân viên,02/01/2025,CÔNG TY TNHH TUỆ LINH,"Tầng 5 tòa nhà 29T1 đường Hoàng Đạo Thúy, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",Tuyển dụng Tuệ Linh,100-499,Trách nhiệm hữu hạn
Chuyên Viên Kinh Doanh Thương Mại Dịch Vụ,['Hà Nội'],04/12/2024,"Bất động sản , Nhà hàng / Khách sạn",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Trưởng nhóm / Giám sát,02/01/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ VĂN PHÚ - INVEST,Tòa nhà Văn Phú - Số 104 Thái Thịnh - Trung Liệt - Đống Đa - Hà Nội,Ban Quản trị Nguồn Nhân lực,,Cổ phần
[C4] Jobs Tiếng Anh - Nhân viên CSKH thu nhập từ 14M (Thuần CSKH)nô,['Hà Nội'],04/12/2024,"Biên phiên dịch , Công nghệ sinh học , Nông nghiệp",Nhân viên chính thức,12 Tr - 15 Tr VND,,Nhân viên,02/01/2025,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
TRƯỞNG ĐIỀU HÀNH KHỐI KIM LOẠI,['Bình Dương'],04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Quản lý,02/01/2025,TRAN DUC GROUP - CÔNG TY CỔ PHẦN TRẦN ĐỨC,"Số 69/13, Đường Bình Chuẩn 42, Khu phố Bình Phước A, Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương",CÔNG TY CỔ PHẦN TRẦN ĐỨC,1.000-4.999,Cổ phần
Kỹ sư QS (Nghiệm thu thanh quyết toán),['Hà Nội'],04/12/2024,"Điện / Điện tử / Điện lạnh , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,12 Tr - 18 Tr VND,Trên 2 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN TCEN,"Tầng 7, Tòa nhà COMA, số 125D Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",P.HCNS,25-99,Cổ phần
Kỹ sư giám sát cơ điện HVAC (Điều hòa không khí và thông gió),['Hà Nội'],04/12/2024,"Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,Cạnh tranh,Chưa có kinh nghiệm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN TCEN,"Tầng 7, Tòa nhà COMA, số 125D Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",P.HCNS,25-99,Cổ phần
Nhân viên đấu thầu cơ điện (Làm việc tại Hà Nội),['Hà Nội'],04/12/2024,"Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN TCEN,"Tầng 7, Tòa nhà COMA, số 125D Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",P.HCNS,25-99,Cổ phần
Trưởng Ca Bán Hàng TokyoLife Tiên Lãng - Hải Phòng,['Hải Phòng'],04/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,7 Tr - 10 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,02/01/2025,CÔNG TY CỔ PHẦN INTELLIFE,"Tháp B, tòa Fafim, số 19 Nguyễn Trãi, Thanh Xuân, HN",BP Tuyển dụng,1.000-4.999,Cá nhân
Nhân viên kế toán thanh toán,['Hà Nội'],04/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,8 Tr - 15 Tr VND,Trên 2 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN INTELLIFE,"Tháp B, tòa Fafim, số 19 Nguyễn Trãi, Thanh Xuân, HN",BP Tuyển dụng,1.000-4.999,Cá nhân
Kiểm Soát Viên - Đức Hòa (Long An) - TA142,['Long An'],04/12/2024,Ngân hàng,Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,02/01/2025,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Trưởng Phòng Thiết Kế Thời Trang,['Hà Nội'],04/12/2024,"Quản lý điều hành , Mỹ thuật / Nghệ thuật / Thiết kế , Dệt may / Da giày / Thời trang",Nhân viên chính thức,Cạnh tranh,Trên 5 Năm,Giám đốc,02/01/2025,CÔNG TY CỔ PHẦN THỜI TRANG H VÀ A (PANTIO),"Số 9A đường Thanh Liệt, Thanh Trì, Hà Nội",Bộ phận Nhân sự,500-999,Cổ phần
Nhân viên sơ chế thực phẩm,['Hà Nội'],04/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",Nhân viên chính thức,"6,5 Tr - 9 Tr VND",,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN PT,"Tầng 2, tòa nhà Vinaconex 7, số 19 Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Ms Diệp,25-99,Cổ phần
Trưởng phòng Kinh doanh OTC Miền Bắc (Nhãn hàng Dr. Papie),['Hà Nội'],04/12/2024,"Bán hàng / Kinh doanh , Công nghệ thực phẩm / Dinh dưỡng , Dược phẩm",Nhân viên chính thức,Cạnh tranh,5 - 6 Năm,Quản lý,02/01/2025,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM STARMED,"Văn Quán, Hà Đông",Ms. Bich,100-499,Cổ phần
Quản Lý Siêu Thị Bán Lẻ,['Hà Nội'],04/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Quản lý điều hành",Nhân viên chính thức,9 Tr - 12 Tr VND,1 - 5 Năm,Quản lý,02/01/2025,CÔNG TY CỔ PHẦN PT,"Tầng 2, tòa nhà Vinaconex 7, số 19 Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Ms Diệp,25-99,Cổ phần
NHÂN VIÊN KINH DOANH THỊ TRƯỜNG,['Hà Nội'],04/12/2024,"Bán hàng / Kinh doanh , Y tế / Chăm sóc sức khỏe , Dịch vụ khách hàng",Nhân viên chính thức,7 Tr - 10 Tr VND,,Nhân viên,02/01/2025,CÔNG TY TNHH MTV TÍN NHA,"Số 33 đường số 55, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",hr,25-99,Trách nhiệm hữu hạn
Kỹ sư thiết kế cơ khí (Mảng máy tự động và Kho thông minh),['Hà Nội'],04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Bảo trì / Sửa chữa , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,15 Tr - 20 Tr VND,2 - 3 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,"Số 285A Ngô Gia Tự, Long Biên, Hà Nội",BP Tuyển dụng,500-999,Cổ phần
THỦ KHO SIÊU THỊ PTMART,['Hà Nội'],04/12/2024,"Bán lẻ / Bán sỉ , Vận chuyển / Giao nhận / Kho vận",Nhân viên chính thức,9 Tr - 10 Tr VND,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN PT,"Tầng 2, tòa nhà Vinaconex 7, số 19 Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Ms Diệp,25-99,Cổ phần
Thợ Bế,['Bình Dương'],04/12/2024,"Sản xuất / Vận hành sản xuất , Lao động phổ thông",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH CÔNG NGHỆ MÃ VẠCH BÌNH DƯƠNG,"169/66 Nguyễn Hữu Cảnh, Phường Phú Thọ, Thành Phố Thủ Dầu Một, Tỉnh Bình Dương.",Ms Thương,25-99,Trách nhiệm hữu hạn
Nhân viên công nghệ,"['Quảng Nam', 'Đà Nẵng']",04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH ĐIỆN KHÍ QUỐC QUANG (VIỆT NAM),"Lô số 12 Khu công nghiệp Điện Nam - Điện Ngọc, Phường Điện Nam Bắc, Thị Xã Điện Bàn, Quảng Nam",Phòng Nhân Sự,,100% vốn nước ngoài
Sales Executive - Horeca channel,['Hà Nội'],04/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Nhân viên,02/01/2025,INDOGUNA VINA FOOD SERVICE (INDV),"248A Nơ Trang Long,Phường 12,Quận Bình Thạnh,",HR Department,,Công ty đa quốc gia
Nhân viên kiểm tra tính năng sản phẩm,['Quảng Nam'],04/12/2024,"Điện / Điện tử / Điện lạnh , CNTT - Phần mềm , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,,Mới tốt nghiệp,02/01/2025,CÔNG TY TNHH ĐIỆN KHÍ QUỐC QUANG (VIỆT NAM),"Lô số 12 Khu công nghiệp Điện Nam - Điện Ngọc, Phường Điện Nam Bắc, Thị Xã Điện Bàn, Quảng Nam",Phòng Nhân Sự,,100% vốn nước ngoài
Nhân viên kiểm tra tính năng âm học,['Quảng Nam'],04/12/2024,"Điện / Điện tử / Điện lạnh , CNTT - Phần mềm , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,,Mới tốt nghiệp,02/01/2025,CÔNG TY TNHH ĐIỆN KHÍ QUỐC QUANG (VIỆT NAM),"Lô số 12 Khu công nghiệp Điện Nam - Điện Ngọc, Phường Điện Nam Bắc, Thị Xã Điện Bàn, Quảng Nam",Phòng Nhân Sự,,100% vốn nước ngoài
Trợ lý dự án (thành thạo Tiếng Anh giao tiếp),['Hà Nội'],04/12/2024,"Hành chính / Thư ký , Biên phiên dịch , Xuất nhập khẩu",Nhân viên chính thức,12 Tr - 15 Tr VND,,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,"Số 285A Ngô Gia Tự, Long Biên, Hà Nội",BP Tuyển dụng,500-999,Cổ phần
Kế toán trưởng nhà máy,['Nghệ An'],04/12/2024,Kế toán / Kiểm toán,Nhân viên chính thức,Cạnh tranh,2 - 3 Năm,Quản lý,02/01/2025,TẬP ĐOÀN TÂN Á ĐẠI THÀNH,"124 Tôn Đức Thắng, Đống Đa, Hà Nội.",TDG,5.000-9.999,Cổ phần
Trưởng Bộ Phận Nghiên Cứu Thị Trường và Chiến Lược Marketing,['Hà Nội'],04/12/2024,Tiếp thị / Marketing,Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Trưởng nhóm / Giám sát,02/01/2025,CÔNG TY CỔ PHẦN EUROWINDOW HOLDING,"Toà nhà văn phòng Eurowindow Office Building, số 02 Tôn Thất Tùng, Đồng Đa, Hà Nội",Phòng Nhân sự,1.000-4.999,Cổ phần
Nhân Viên Giám Sát Thi Công Cửa,['Hà Nội'],04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Kiến trúc , Xây dựng",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN EUROWINDOW HOLDING,"Toà nhà văn phòng Eurowindow Office Building, số 02 Tôn Thất Tùng, Đồng Đa, Hà Nội",Phòng Nhân sự,1.000-4.999,Cổ phần
Chuyên viên nhân sự (thời vụ 7 tháng),['Quảng Ninh'],04/12/2024,Nhân sự,Nhân viên chính thức,10 Tr - 13 Tr VND,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH WILMAR MARKETING CLV,"Tầng 10, Tòa nhà CornerStone, số 16 Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",Phòng Nhân sự,100-499,Trách nhiệm hữu hạn
Điều Dưỡng Trưởng,['Hà Nội'],04/12/2024,"Y tế / Chăm sóc sức khỏe , Quản lý điều hành",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Quản lý,02/01/2025,TẬP ĐOÀN Y TẾ VIỆT NGA,"Tầng 7, tòa nhà Hancorp Plaza, số 72 Trần Đăng Ninh, Cầu Giấy, Hà Nội.",Mrs Hằng,100-499,Cổ phần
"[KCN Đồng Xoài III, Bình Phước] Production Manager (45Tr-55Tr) (24948)",['Bình Phước'],04/12/2024,"Quản lý điều hành , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,45 Tr - 55 Tr VND,Trên 5 Năm,Quản lý,02/01/2025,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
Nhân Viên Social Marketing Ngành Dược Tại Hà Nội - Thu Nhập 10 - 15 Triệu,['Hà Nội'],04/12/2024,"Tiếp thị / Marketing , Dược phẩm , Truyền hình / Báo chí / Biên tập",Nhân viên chính thức,10 Tr - 13 Tr VND,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH DƯỢC HUNMED,"Số 130, ngõ 32, tổ 6, Phường Kiến Hưng, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",BP. Tuyển Dụng,,Trách nhiệm hữu hạn
Nhân viên kiểm soát chất lượng QC,['Long An'],04/12/2024,"Sản xuất / Vận hành sản xuất , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 3 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH THỊNH GIA HUY,"Lô O3-4 Đường số 2, KCN Hải Sơn (GĐ 3+4), Ấp Bình Tiền 2, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",Nguyễn Minh Quân,100-499,Trách nhiệm hữu hạn
Cửa hàng trưởng,['Hà Nội'],04/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Quản lý điều hành",Nhân viên chính thức,9 Tr - 11 Tr VND,1 - 3 Năm,Quản lý,02/01/2025,CÔNG TY CỔ PHẦN PT,"Tầng 2, tòa nhà Vinaconex 7, số 19 Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Ms Diệp,25-99,Cổ phần
"[Cầu Giấy, Hà Nội] Kiến Trúc Sư (13Tr-15Tr) (24961)",['Hà Nội'],04/12/2024,"Mỹ thuật / Nghệ thuật / Thiết kế , Kiến trúc , Xây dựng",Nhân viên chính thức,13 Tr - 15 Tr VND,Trên 5 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
Nhân Viên Kế Toán Kho,['Hà Nội'],04/12/2024,"Hành chính / Thư ký , Kế toán / Kiểm toán , Ngân hàng",Nhân viên chính thức,8 Tr - 10 Tr VND,Trên 1 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH DƯỢC HUNMED,"Số 130, ngõ 32, tổ 6, Phường Kiến Hưng, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",BP. Tuyển Dụng,,Trách nhiệm hữu hạn
Kỹ sư thiết kế cơ khí,['Đồng Nai'],04/12/2024,"Cơ khí / Ô tô / Tự động hóa , Mỹ thuật / Nghệ thuật / Thiết kế",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ HUỲNH ĐỨC,"Số 177C, KP An Hòa, Phường Hóa An, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",Phòng Nhân Sự,100-499,Trách nhiệm hữu hạn
Quản Lý Nhà Hàng Nhật Bản (Quận Long Biên),['Hà Nội'],04/12/2024,"Dịch vụ khách hàng , Quản lý điều hành , Nhà hàng / Khách sạn",Nhân viên chính thức,15 Tr - 20 Tr VND,2 - 3 Năm,Quản lý,02/01/2025,CÔNG TY TNHH ĐẦU TƯ NGỌC THỊNH PHÁT,8 phố Cao Đạt – P.Lê Đại Hành – Q.Hai Bà Trưng – HN,Admin,100-499,Trách nhiệm hữu hạn
Nhân viên bảo trì cơ khí,['Bình Dương'],04/12/2024,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,12 Tr - 13 Tr VND,,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN GREEN SPEED,"17 đường Đào Duy Từ, Khu phố Đông A, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",Ms Thương,500-999,
Hà Nội - CV/CVC/CVCC Quan Hệ Khách Hàng Cá Nhân (Mảng Tín Dụng),['Hà Nội'],04/12/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Ngân hàng",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,02/01/2025,,,,,
Kế Toán Trưởng - F&B (Quận Hai Bà Trưng),['Hà Nội'],04/12/2024,"Bán hàng / Kinh doanh , Kế toán / Kiểm toán , Nhà hàng / Khách sạn",Nhân viên chính thức,20 Tr - 25 Tr VND,3 - 5 Năm,Quản lý,02/01/2025,CÔNG TY TNHH ĐẦU TƯ NGỌC THỊNH PHÁT,8 phố Cao Đạt – P.Lê Đại Hành – Q.Hai Bà Trưng – HN,Admin,100-499,Trách nhiệm hữu hạn
Nhân Viên Marketing Executive - F&B (Quận Hai Bà Trưng),['Hà Nội'],04/12/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Nhà hàng / Khách sạn",Nhân viên chính thức,8 Tr - 12 Tr VND,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH ĐẦU TƯ NGỌC THỊNH PHÁT,8 phố Cao Đạt – P.Lê Đại Hành – Q.Hai Bà Trưng – HN,Admin,100-499,Trách nhiệm hữu hạn
Kỹ thuật viên QA( Tiếng Trung),['Hà Nam'],04/12/2024,Quản lý chất lượng (QA/QC),Nhân viên chính thức,10 Tr - 18 Tr VND,1 - 2 Năm,Nhân viên,02/01/2025,CÔNG TY TNHH QISDA VIỆT NAM,"Lô CN-12, Khu công nghiệp Đồng Văn IV, Xã Nhật Tân, Xã Đại Cương, Huyện Kim Bảng, Tỉnh Hà Nam, Việt Nam",Phòng Nhân sự,8000,100% vốn nước ngoài
Nhân viên kinh doanh B2B (Bến Tre),['Bến Tre'],04/11/2024,"Bán hàng / Kinh doanh , Vận chuyển / Giao nhận / Kho vận , Bán lẻ / Bán sỉ",Nhân viên chính thức,12 Tr - 20 Tr VND,1 - 5 Năm,Nhân viên,03/12/2024,CÔNG TY CỔ PHẦN HAI BỐN BẢY,"Lầu 8, Tòa Nhà Samco Building, Số 326 Võ Văn Kiệt, Phường Cô Giang, Quận 1, TP. Hồ Chí Minh",Phòng nhân sự,1.000-4.999,Cổ phần
Nhân viên kinh doanh B2B (An Giang),['An Giang'],04/12/2024,"Bán hàng / Kinh doanh , Vận chuyển / Giao nhận / Kho vận , Bán lẻ / Bán sỉ",Nhân viên chính thức,12 Tr - 20 Tr VND,1 - 5 Năm,Nhân viên,02/01/2025,CÔNG TY CỔ PHẦN HAI BỐN BẢY,"Lầu 8, Tòa Nhà Samco Building, Số 326 Võ Văn Kiệt, Phường Cô Giang, Quận 1, TP. Hồ Chí Minh",Phòng nhân sự,1.000-4.999,Cổ phần
